sphere_id,x,y,z,r,object_type,object_id,branch_id,parent_sphere_id
223,39.9128,20.0026,25.4616,0.556393,0,31,0,159
224,5.01013,24.9741,25.9547,1.25101,0,32,0,160
225,10.0576,24.9201,26.0313,1.30859,0,33,0,161
226,14.9829,24.98,25.5044,0.703863,0,34,0,162
227,19.9745,25.05,25.6078,0.847556,0,35,0,163
228,24.9966,24.9533,25.3993,0.560172,0,36,0,164
229,30.1204,25.0914,26.0454,1.45099,0,37,0,165
230,34.981,24.9728,25.2589,0.34087,0,38,0,166
231,40.0038,25.0437,25.6612,0.807811,0,39,0,167
232,5.02722,29.8933,25.7368,0.992013,0,40,0,168
233,9.97418,30.0136,25.5521,0.726944,0,41,0,169
234,15.042,29.9147,25.6256,0.83866,0,42,0,170
235,19.9559,29.8812,26.1229,1.528,0,43,0,171
236,24.9373,30.0586,25.791,0.985991,0,44,0,172
237,29.823,29.9043,26.5129,1.91646,0,45,0,173
238,34.9935,30.018,25.3294,0.43813,0,46,0,174
239,39.9872,30.0735,25.6479,0.815403,0,47,0,175
240,4.85804,34.8971,26.906,2.4832,0,48,0,176
241,9.95322,34.9595,25.7622,1.03143,0,49,0,177
242,14.9939,35.043,25.5374,0.705436,0,50,0,178
243,19.8974,35.2096,26.4168,1.88527,0,51,0,179
244,25.1173,35.0926,26.0706,1.47371,0,52,0,180
245,29.9602,35.0333,25.8583,1.07052,0,53,0,181
246,34.8859,34.9292,25.9224,1.19082,0,54,0,182
247,40.093,34.8483,26.2933,1.75917,0,55,0,183
248,5.04127,39.9636,25.4406,0.599177,0,56,0,184
249,9.99893,39.9631,25.7327,1.03858,0,57,0,185
250,14.9344,40.0588,25.7541,0.983791,0,58,0,186
251,20.0309,39.9929,25.2203,0.295903,0,59,0,187
252,24.9764,39.9881,25.2564,0.355526,0,60,0,188
253,29.8811,39.9571,25.6479,0.923379,0,61,0,189
254,35.0174,39.8927,25.7738,1.01967,0,62,0,190
255,39.9195,40.0641,25.675,0.875286,0,63,0,191
256,4.96014,24.9601,26.2775,1.30806,0,32,0,224
257,10.0617,24.9195,26.3925,1.44466,0,33,0,225
258,14.9497,24.977,25.6772,0.634344,0,34,0,226
259,19.9922,25.0695,25.8181,0.735358,0,35,0,227
260,25.0126,24.9229,25.535,0.525724,0,36,0,228
261,30.2026,25.0863,26.3986,1.34719,0,37,0,229
262,34.9676,24.9591,25.3461,0.356894,0,38,0,230
263,40.012,25.0762,25.8864,0.910674,0,39,0,231
264,5.06052,29.8852,25.9824,0.979144,0,40,0,232
265,9.95035,29.986,25.7301,0.716642,0,41,0,233
266,15.0767,29.8639,25.826,0.797225,0,42,0,234
267,19.9172,29.8657,26.5026,1.47669,0,43,0,235
268,24.8929,30.0795,26.0525,1.06417,0,44,0,236
269,29.7453,29.8781,26.985,1.88921,0,45,0,237
270,34.9883,30.0336,25.4377,0.405607,0,46,0,238
271,39.9714,30.1169,25.8676,0.898132,0,47,0,239
272,4.80882,34.7514,27.5385,2.60375,0,48,0,240
273,9.91211,34.9198,26.0136,0.92177,0,49,0,241
274,14.995,35.0448,25.7154,0.712037,0,50,0,242
275,19.8075,35.2877,26.8728,1.8236,0,51,0,243
276,25.1275,35.1438,26.4353,1.41341,0,52,0,244
277,29.9181,35.0622,26.121,1.02631,0,53,0,245
278,34.8661,34.9308,26.2195,1.10415,0,54,0,246
279,40.0974,34.7838,26.7283,1.67537,0,55,0,247
280,5.05958,39.9559,25.5891,0.58841,0,56,0,248
281,9.98143,39.9688,25.9917,0.888425,0,57,0,249
282,14.9373,40.0919,25.9978,0.917032,0,58,0,250
283,20.0408,39.9803,25.2965,0.311608,0,59,0,251
